wine_image,name,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol,year,price,bodyPercent,Tanning,Sugar,Acidic,NewBodyPercent,NewTanning,NewDryOrSweet,NewAcidic,Region,SweetnessScale,AcidicScale,BodyScale
872,https://images.vivino.com/thumbs/xjGy5FSyTwy1lYpf7bdtUw_pb_x600.png,"Domaine Tollot-Beaut
Corton Grand Cru 2021","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Tollot-Beaut'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'It is youthful scarlet, greedily tearing. Sensual perfume of wild strawberry, cherry compote and sweet flowers. Nice smoky touch of vanilla and earthy autumnal tones, also a very nice graphite minerality. In the mouth very accessible with candied cherries and sweet ripe strawberries, spices, rich and velvety in texture -typical Tollot Beaut. Ripe tannins, backed by eighteen months new French oak, full of flavor, though this wine will evolve for another six years before he is at his best. An enticing well-balanced wine. An investment for your cellar. Have patience.']]", Domaine Tollot-Beaut,red,"[' Pinot Noir', ' ']", Contains sulfites,2021,$186.89,42.7042%;,26.3265%;,19.5466%;,65.9098%;,42.7042,26.3265,19.5466,65.9098, Bourgogne,0.49267289399263015,0.7188822557511465,0.3632816381093458
873,https://images.vivino.com/thumbs/92IxAQuRRrm7kgcHpIC0gg_pb_x600.png,"Domaine Nicolas Rossignol
Volnay 1er Cru 'Clos des Angles' 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Nicolas Rossignol'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Volnay', 'Volnay Premier Cru', ""Volnay 1er Cru 'Les Angles'""], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It is always the roundest, the fruitiest and the most open of the range. Silky on the palate, with a kind of nervous, acidic and tense finish.']]", Domaine Nicolas Rossignol,red,"[' 100% Pinot Noir', ' ']", 13%,2015,$258.29,35.552%;,24.2821%;,7.43466%;,60.2552%;,35.552,24.2821,7.43466,60.2552, Bourgogne,0.1873909251763093,0.635613961200562,0.2556128608805349
874,https://images.vivino.com/thumbs/WaLFaEp_Rhi0a7Hmngsfdg_pb_x600.png,"Mongeard-Mugneret
Echezeaux Grand Cru 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Mongeard-Mugneret'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Flagey-Échezeaux', 'Échezeaux Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has ruby red, the exact hue often varying considerably. When young these wines have vanilla-scented, smoky, woody aromas or a hint of torrefaction, combined with suggestions of red fruits and spices.']]", Mongeard-Mugneret,red,"[' Pinot Noir', ' ']", Contains sulfites,2020,$286.64,41.6673%;,33.9679%;,12.7298%;,71.0744%;,41.6673,33.9679,12.7298,71.0744, Bourgogne,0.3208551566997525,0.7949349268571396,0.3476722095267343
875,https://images.vivino.com/thumbs/wrDw0ZUNQaeXbAjOVEq6fA_pb_x600.png,"Louis Latour
Chambertin Grand Cru Cuvée Héritiers Latour 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Louis Latour'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Chambertin Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has a beautiful garnet colour. On the nose, aromas of cassis, liquorice, tobacco and vanilla blend harmoniously. The palate is round, velvety and nicely lingering.']]", Louis Latour,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2019,$724.49,40.2015%;,34.7811%;,17.743%;,68.2829%;,40.2015,34.7811,17.743,68.2829, Bourgogne,0.44721307839272484,0.7538279618661664,0.32560614682407063
876,https://images.vivino.com/thumbs/QXRV8EmvRAeYHcWN5MjNeQ_pb_x600.png,"Louis Jadot
Échezeaux Grand Cru 2021","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Louis Jadot'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Flagey-Échezeaux', 'Échezeaux Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Louis Jadot,red,"[' Pinot Noir', ' ']", 13%,2021,$419.99,34.6903%;,30.3284%;,18.041%;,67.847%;,34.6903,30.3284,18.041,67.847, Bourgogne,0.4547241812141774,0.7474090021529064,0.2426408822812136
877,https://images.vivino.com/thumbs/OomNuoGaRq-hWbHobir6iw_pb_x600.png,"Mongeard-Mugneret
Vosne-Romanée 1er Cru Les Orveaux 2021","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Mongeard-Mugneret'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vosne-Romanée', 'Vosne-Romanée Premier Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has a deep ruby color and aromas of red fruits, blackcurrants and raspberries. Their robust and richly perfumed bouquet em imbued with a character at once silky and rustic. Their freshness and mellowness, combined with a sensuous some vinosity em renders a worthy rival to Vosne Romanée --other first believed.']]", Mongeard-Mugneret,red,"[' Pinot Noir', ' ']", Contains sulfites,2021,$263.54,38.7231%;,32.6344%;,7.54112%;,73.1699%;,38.7231,32.6344,7.54112,73.1699, Bourgogne,0.1900742540567517,0.8257927614043666,0.30335040449932105
878,https://images.vivino.com/thumbs/WaLFaEp_Rhi0a7Hmngsfdg_pb_x600.png,"Mongeard-Mugneret
Echezeaux Grand Cru 2021","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Mongeard-Mugneret'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Flagey-Échezeaux', 'Échezeaux Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has ruby red, the exact hue often varying considerably. When young these wines have vanilla-scented, smoky, woody aromas or a hint of torrefaction, combined with suggestions of red fruits and spices.']]", Mongeard-Mugneret,red,"[' Pinot Noir', ' ']", Contains sulfites,2021,$397.94,41.6673%;,33.9679%;,12.7298%;,71.0744%;,41.6673,33.9679,12.7298,71.0744, Bourgogne,0.3208551566997525,0.7949349268571396,0.3476722095267343
879,https://images.vivino.com/thumbs/h61a6PI_SH6MQVpLLI7ZqQ_pb_x600.png,"Domaine Jean Grivot
Clos de Vougeot Grand Cru 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Jean Grivot'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vougeot', 'Clos Vougeot Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has Medium red. Musky aromas of ripe cherry and fresh herbs; the closest to liqueur-like of these Silky on entry, then dense, intense and light on its feet in the middle palate, conveying an impression of energy and lift. Broad, serious wine with the stuffing to support its firm tannic spine. This has the structure for a graceful evolution in bottle']]", Domaine Jean Grivot,red,"[' 100% Pinot Noir', ' ']", 14%,2020,$548.09,44.9258%;,38.5111%;,8.98501%;,73.2472%;,44.9258,38.5111,8.98501,73.2472, Bourgogne,0.22646756363013115,0.8269310628171563,0.3967254673495133
880,https://images.vivino.com/thumbs/u3PWV43cRHq__tnLHUqfvg_pb_x600.png,"Domaine Coillot
Gevrey-Chambertin Vieilles Vignes 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Coillot'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Domaine Coillot,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2019,$93.44,47.871%;,32.7194%;,5.29494%;,74.3925%;,47.871,32.7194,5.29494,74.3925, Bourgogne,0.13345919051483823,0.8437964781867285,0.4410623263151874
881,https://images.vivino.com/thumbs/4-eNqVF1S6Wjvbl6fQdM8g_pb_x600.png,"Louis Latour
Echézeaux Grand Cru 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Louis Latour'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Flagey-Échezeaux', 'Échezeaux Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has boasts a beautiful garnet colour. The nose is complex, combining aromas of cherry, cassis, mocha and earthiness. Liquorice notes appear on the finish. A very aromatic and well-structured wine.']]", Louis Latour,red,"[' Pinot Noir', ' ']", Contains sulfites,2019,$608.99,40.8207%;,37.1785%;,1.16834%;,68.9973%;,40.8207,37.1785,1.16834,68.9973, Bourgogne,0.029448059967838367,0.7643480463331379,0.3349275453951508
882,https://images.vivino.com/thumbs/f7nwDp69QLmJhAjYhuUbaQ_pb_x600.png,"Louis Latour
Clos Vougeot Grand Cru 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Louis Latour'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vougeot', 'Clos Vougeot Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It is a lovely garnet colour. On the nose, aromas of cassis and coffee are abundant. It is fresh and long in the mouth with pleasant tannins.']]", Louis Latour,red,"[' Pinot Noir', ' ']", Contains sulfites,2019,$488.24,43.8299%;,29.5668%;,9.34939%;,72.0647%;,43.8299,29.5668,9.34939,72.0647, Bourgogne,0.2356517772075837,0.8095178490962801,0.3802278564095153
883,https://images.vivino.com/thumbs/2L6D4qidTBy_Fobs_tjlhQ_pb_x600.png,"Domaine Pierre Gelin
Fixin 1er Cru 'Clos Napoléon' 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Pierre Gelin'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Fixin', 'Fixin Premier Cru', ""Fixin 1er Cru 'Clos Napoléon'""], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A brilliant ruby-red colour. It has an intense nose of black fruit with some floral notes of roses and violets. The very pleasant mouth is both generous and firm, and its sweet silky tannins are balanced by good acidity.']]", Domaine Pierre Gelin,red,"[' Pinot Noir', ' ']", Contains sulfites,2020,$123.89,42.0021%;,31.9844%;,11.1918%;,66.6879%;,42.0021,31.9844,11.1918,66.6879, Bourgogne,0.28208980052728955,0.7303403712659149,0.3527122680564462
884,https://images.vivino.com/thumbs/ebC8jboMRfmXDoO1OojYBg_pb_x600.png,"Domaine Armelle et Bernard Rion
Vieilles Vignes Vosne-Romanée 1er Cru 'Les Chaumes' 2021","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Armelle et Bernard Rion'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Vosne-Romanée', 'Vosne-Romanée Premier Cru', ""Vosne-Romanée 1er Cru 'Les Chaumes'""], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Domaine Armelle et Bernard Rion,red,"[' Pinot Noir', ' ']", Contains sulfites,2021,$209.99,45.8503%;,29.5745%;,7.18626%;,70.6643%;,45.8503,29.5745,7.18626,70.6643, Bourgogne,0.1811299924888972,0.7888958918068806,0.4106428332716121
885,https://images.vivino.com/thumbs/Cd05i_cQRNy3ziA001oRMg_pb_x600.png,"Domaine Nicolas Rossignol
Volnay 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Nicolas Rossignol'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Volnay'], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Domaine Nicolas Rossignol,red,"[' 100% Pinot Noir', ' ']", 13%,2017,$167.99,32.0817%;,24.2799%;,7.1457%;,62.1932%;,32.0817,24.2799,7.1457,62.1932, Bourgogne,0.18010767594380284,0.6641524882120274,0.20337117893412093
886,https://images.vivino.com/thumbs/FpHQtrA8SLGoy-RYU6ai3A_pb_x600.png,"Domaine Nicolas Rossignol
Pommard 'Les Vignots' 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Nicolas Rossignol'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Pommard'], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Deeply coloured. The nose is wide, dark and slightly glossy. The palate has plenty of width too, the black-cherry fruit is perhaps less dark than the nose – and supported by a ripe, faintly grained tannin.']]", Domaine Nicolas Rossignol,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2017,$109.19,37.0719%;,24.9959%;,4.46832%;,60.4169%;,37.0719,24.9959,4.46832,60.4169, Bourgogne,0.11262419784950575,0.6379951169372772,0.27849334164310724
887,https://images.vivino.com/thumbs/-79BghY4QlGUXxM-tG8Vrw_pb_x600.png,"Chandon de Briailles
Corton Grand Cru 'Les Bressandes' 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Chandon de Briailles'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', ""Corton Grand Cru 'Les Bressandes'""], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A lovely sensation of opulence and fullness, with a very persistent finish and enveloped in a tannic structure that is fine but quite present. Hints of forest floor aromas are found.']]", Chandon de Briailles,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2016,$326.54,42.1587%;,28.7733%;,1.50837%;,60.9876%;,42.1587,28.7733,1.50837,60.9876, Bourgogne,0.03801853074763199,0.6463991093859064,0.3550697147880858
888,https://images.vivino.com/thumbs/4-cTw6FBQCqYgjR6v49sdg_pb_x600.png,"Domaine des Lambrays
Morey-Saint-Denis Premier Cru Les Loups 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine des Lambrays'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Morey-Saint-Denis', 'Morey-Saint-Denis Premier Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'The Morey-Saint-Denis Premier Cru ""Les Loups"" combines the fruit of young vines from Clos des Lambrays and is very complex and fine.']]", Domaine des Lambrays,red,"[' Pinot Noir', ' ']", 13.5%,2020,$221.54,43.1821%;,32.882%;,6.42557%;,71.6969%;,43.1821,32.882,6.42557,71.6969, Bourgogne,0.1619567683102035,0.8041017137841969,0.37047591520417655
889,https://images.vivino.com/thumbs/0tK8rzuiTESu09iMiEvkyA_pb_x600.png,"Domaine des Perdrix
Nuits-Saint-Georges Aux Perdrix Premier Cru 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine des Perdrix'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Nuits-Saint-Georges', 'Nuits-Saint-Georges Premier Cru', ""Nuits-Saint-Georges 1er Cru 'Aux Perdrix'""], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Beautiful deep and intense dark colour. The nose is rich on the blackcurrant, blueberry and spices. On the palate, the wine is powerful with smooth spices, cinnamon and nutmeg. Well structured with tannins which are present but smooth. Long aftertaste.']]", Domaine des Perdrix,red,"[' 100% Pinot Noir', ' ']", 13.5%,2020,$188.99,45.0036%;,34.5259%;,9.41829%;,70.7903%;,45.0036,34.5259,9.41829,70.7903, Bourgogne,0.2373884046720068,0.7907513378354897,0.3978966637462026
890,https://images.vivino.com/thumbs/L4mLHKzwR6WzfbqFxeIaxQ_pb_x600.png,"Joseph Colin
Chassagne-Montrachet Rouge 2019","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Joseph Colin'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet'], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Joseph Colin,red,"[' 100% Pinot Noir', ' ']", 13%,2019,$54.05,32.7879%;,20.5156%;,0%;,72.8304%;,32.7879,20.5156,0.0,72.8304, Bourgogne,0.0,0.820793365160614,0.21400227013388973
891,https://images.vivino.com/thumbs/3oWiUVY1TuaKlVD6tXUU8w_pb_x600.png,"Domaine Georges Mugneret-Gibourg
Chambolle-Musigny 1er Cru 'Les Feusselottes' 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Georges Mugneret-Gibourg'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Chambolle-Musigny', 'Chambolle-Musigny Premier Cru', ""Chambolle-Musigny 1er Cru 'Les Feusselottes'""], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites']]", Domaine Georges Mugneret-Gibourg,red,"[' Pinot Noir', ' ']", Contains sulfites,2017,$879.99,37.4595%;,29.9641%;,13.253%;,68.2934%;,37.4595,29.9641,13.253,68.2934, Bourgogne,0.33404243521043697,0.7539825823685505,0.28432824811298885
892,https://images.vivino.com/thumbs/pG2uA0i1SkKmtTMP5VzMlQ_pb_x600.png,"Domaine Faiveley
Echezeaux Grand Cru 2010","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine Faiveley'], ['Grapes', '100% Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Flagey-Échezeaux', 'Échezeaux Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The complex and very pleasant nose proposes an array of fruity and fiery scents. This wine is round and fruity on the palate. The blended and silky tannins give long-lasting aromas on the finish. This Grand Cru has a full and balanced structure, pointing to good cellaring potential.']]", Domaine Faiveley,red,"[' 100% Pinot Noir', ' ']", Contains sulfites,2010,$449.99,41.1662%;,37.5644%;,9.33377%;,69.8537%;,41.1662,37.5644,9.33377,69.8537, Bourgogne,0.23525807443553307,0.7769591890228279,0.3401286810642533
893,https://images.vivino.com/thumbs/vIF9EKgXTMGKmANvhblqJg_pb_x600.png,"Francois Gay et Fils
Corton Renardes Grand Cru 2010","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Francois Gay et Fils'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', ""Corton Grand Cru 'Les Renardes'""], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Allergens', 'Contains sulfites']]", Francois Gay et Fils,red,"[' Pinot Noir', ' ']", Contains sulfites,2010,$199.99,33.4309%;,23.6218%;,3.43455%;,63.1173%;,33.4309,23.6218,3.43455,63.1173, Bourgogne,0.08656798052154277,0.6777605649980415,0.22368195243557665
894,https://images.vivino.com/thumbs/hglLSziUR5iKkctTBBxWiA_pb_x600.png,"Louis Jadot
Mazis-Chambertin Grand Cru 2010","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Louis Jadot'], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Nuits', 'Gevrey-Chambertin', 'Mazis-Chambertin Grand Cru'], ['Wine style', 'Burgundy Côte de Nuits Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has a very nice colour. Its aromas represent the full pallet of red and black berries as well as liquorice.']]", Louis Jadot,red,"[' Pinot Noir', ' ']", Contains sulfites,2010,$389.99,38.2059%;,39.6424%;,6.14651%;,70.1496%;,38.2059,39.6424,6.14651,70.1496, Bourgogne,0.15492304900364468,0.7813165420376332,0.2955645076308413
895,https://images.vivino.com/thumbs/ZJkZTChDS_OqC9sm8yJeZw_pb_x600.png,"Domaine Marquis d'Angerville
Volnay 1er Cru 'Taillepieds' 2002","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/9_veal_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', ""Domaine Marquis d'Angerville""], ['Grapes', 'Pinot Noir'], ['France', 'Bourgogne', 'Côte de Beaune', 'Volnay', 'Volnay Premier Cru', ""Volnay 1er Cru 'Taille Pieds'""], ['Wine style', 'Burgundy Côte de Beaune Red'], ['Allergens', 'Contains sulfites']]"," ""Domaine Marquis dAngerville""",red,"[' Pinot Noir', ' ']", Contains sulfites,2002,$389.99,37.4538%;,30.6433%;,4.63808%;,67.1273%;,37.4538,30.6433,4.63808,67.1273, Bourgogne,0.11690300595343119,0.7368108711466363,0.28424244066490234
