wine_image,name,year,price,bodyPercent,Tanning,Acidic,compareFoods,rating,about_wine,Winery,Type,NewBodyPercent,NewTanning,NewAcidic,Grape_Type,Alcohol,Allergy
https://images.vivino.com/thumbs/dG2q8EMwSla8n-0B33OnrQ_pb_x600.png,"Vincent Girardin
Meursault 1er Cru 'Les Perrières' 2017",2017,$200.55,58.7406%;,6.85694%;,50.6435%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Vincent Girardin'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault', 'Meursault Premier Cru', ""Meursault 1er Cru 'Perrières'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A complex wine mixing powerfull and mineral aromas.']]", Vincent Girardin,white,58.7406,6.85694,50.6435,"[' 100% Chardonnay', ' ']", 13.5%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/pvNGBFhFSLKFin1vIX_KQA_pb_x600.png,"Joseph Drouhin
Meursault 1er Cru 'Perrières' 2021",2021,$234.82,64.5989%;,6.22526%;,47.2873%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Joseph Drouhin'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault', 'Meursault Premier Cru', ""Meursault 1er Cru 'Perrières'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A complex and generous wine, with a rare elegance. The colour is extraordinarily luminous. On the nose, a palette of', 'interesting and varied aromas: syrup, grilled almond, preserved fruit. In the mouth, a silky and ample texture which does', 'not exclude freshness or lightness. Long on the palate, with flavours recalling grilled bread and fruit jam. Always a', 'consummate example of a white Burgundy, this wine is perfection!']]", Joseph Drouhin,white,64.5989,6.22526,47.2873,"[' Chardonnay', ' ']", Contains sulfites,"["" 'A complex and generous wine"", ' with a rare elegance. The colour is extraordinarily luminous. On the nose', "" a palette of'"", "" 'interesting and varied aromas: syrup"", ' grilled almond', ' preserved fruit. In the mouth', "" a silky and ample texture which does'"", "" 'not exclude freshness or lightness. Long on the palate"", "" with flavours recalling grilled bread and fruit jam. Always a'"", "" 'consummate example of a white Burgundy"", "" this wine is perfection!']]""]"
https://images.vivino.com/thumbs/cm2KdL3hTo-jmMp6E5Fl3w_pb_x600.png,"Darviot-Perrin
Meursault-Charmes 1er Cru 2020",2020,$235.95,65.6111%;,14.4974%;,37.121%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Darviot-Perrin'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault', 'Meursault Premier Cru', ""Meursault 1er Cru 'Charmes'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Darviot-Perrin,white,65.6111,14.4974,37.121,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/Im1l-1VYT4CqpFu6v063Dg_pb_x600.png,"Domaine Bernard Moreau et Fils
Chassagne-Montrachet 2020",2020,$153.40,62.1741%;,7.5077%;,49.6986%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Bernard Moreau et Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine Bernard Moreau et Fils,white,62.1741,7.5077,49.6986,"[' Chardonnay', ' ']", 13.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/2PsDHnpGQrOQn4Dz3nVERw_pb_x600.png,"Domaine Bernard Moreau et Fils
Chassagne-Montrachet 1er Cru Grandes Ruchottes 2021",2021,$588.82,67.4549%;,16.4525%;,46.5718%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Bernard Moreau et Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Chassagne-Montrachet Premier Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Bernard Moreau et Fils,white,67.4549,16.4525,46.5718,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/71WSaygQTE2BSDfM76YWTQ_pb_x600.png,"Domaine Roulot
Puligny-Montrachet 1er Cru 'Le Cailleret' 2019",2019,$501.50,59.8227%;,16.0102%;,48.5959%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Roulot'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Puligny-Montrachet Premier Cru', ""Puligny-Montrachet 1er Cru 'Le Cailleret'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Roulot,white,59.8227,16.0102,48.5959,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/4RuWOxbdQ9SXHYGwKc2XeA_pb_x600.png,"Domaine Roulot
Meursault 1er Cru 'Le Porusot' 2019",2019,$767,66.5795%;,7.43656%;,49.7561%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Roulot'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault', 'Meursault Premier Cru', ""Meursault 1er Cru 'Porusot'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Roulot,white,66.5795,7.43656,49.7561,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/E-_IMe1XTVS0xExB7uo9aw_pb_x600.png,"Jean-Claude Ramonet
Chassagne-Montrachet Premier Cru 'Les Vergers' 2020",2020,$353.95,60.6858%;,8.25309%;,49.2607%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Jean-Claude Ramonet'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Chassagne-Montrachet Premier Cru', ""Chassagne-Montrachet 1er Cru 'Les Vergers'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Jean-Claude Ramonet,white,60.6858,8.25309,49.2607,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/Ax6VC5lXRdyTr5bMjCcQBg_pb_x600.png,"Amiot Guy
Puligny-Montrachet 1er Cru 'Les Demoiselles' 2020",2020,$530.95,58.2627%;,1.56332%;,49.7978%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Amiot Guy'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Puligny-Montrachet Premier Cru', ""Puligny-Montrachet 1er Cru 'Les Demoiselles'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The pure mineral dominance of Puligny is clearly revealed here. The south-east exposure and the slope topography together with the vine age bring richness and complexity. The depth is lingering in fine aromatic layers of fresh and lemony fruit hints followed by more intense dry fruit notes.']]", Amiot Guy,white,58.2627,1.56332,49.7978,"[' Chardonnay', ' ']", Contains sulfites,"["" 'The pure mineral dominance of Puligny is clearly revealed here. The south-east exposure and the slope topography together with the vine age bring richness and complexity. The depth is lingering in fine aromatic layers of fresh and lemony fruit hints followed by more intense dry fruit notes.']]""]"
https://images.vivino.com/thumbs/dtqhZhVtT5yQeRXcWzekRw_pb_x600.png,"Morey-Coffinet
Puligny Montrachet 1er Cru 'Les Pucelles' 2021",2021,$294.95,66.5359%;,13.4974%;,51.0651%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Morey-Coffinet'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet', 'Puligny-Montrachet Premier Cru', ""Puligny-Montrachet 1er Cru 'Les Pucelles'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Light funk, like seashore and oyster shell, announces this rich yet vibrant white. Peach, almond and grapefruit flavors play out as the latent mineral streak builds. So does the finish, which is fresh and tangy.']]", Morey-Coffinet,white,66.5359,13.4974,51.0651,"[' Chardonnay', ' ']", Contains sulfites,"["" 'Light funk"", ' like seashore and oyster shell', ' announces this rich yet vibrant white. Peach', ' almond and grapefruit flavors play out as the latent mineral streak builds. So does the finish', "" which is fresh and tangy.']]""]"
https://images.vivino.com/thumbs/3etnL_y9QE-e9PEveU287w_pb_x600.png,"Christian Moreau Pere & Fils
Chablis Grand Cru 'Les Clos' 2020",2020,$165.15,45.264%;,8.44353%;,66.658%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png']",4.4,"[['Winery', 'Christian Moreau Pere & Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Chablis', 'Chablis Grand Cru', ""Chablis Grand Cru 'Les Clos'""], ['Wine style', 'Burgundy Chablis'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]", Christian Moreau Pere & Fils,white,45.264,8.44353,66.658,"[' Chardonnay', ' ']", 12.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/qhSRAmvISw-I2Wbf1XeDMA_pb_x600.png,"Domaine Jean-Louis Chave
L'Hermitage Blanc 2020",2020,$383.50,59.5334%;,22.6777%;,26.4655%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/17_hardcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', 'Roussanne, Marsanne'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône White'], ['Allergens', 'Contains sulfites']]", Domaine Jean-Louis Chave,white,59.5334,22.6777,26.4655,"[' Roussanne', ' Marsanne', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/QIuIEzA7S324MRhV-pymrw_pb_x600.png,"Domaine Leflaive
Puligny-Montrachet 2020",2020,$330.35,59.9085%;,10.936%;,48.8535%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Leflaive'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Leflaive,white,59.9085,10.936,48.8535,"[' 100% Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/8NUpBTQrRyGr6l9WxJ8S4w_pb_x600.png,"Domaine Bernard Moreau et Fils
Chassagne-Montrachet 1er Cru Morgeot 2020",2020,$530.95,61.7473%;,11.3267%;,49.6344%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Bernard Moreau et Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Chassagne-Montrachet Premier Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine Bernard Moreau et Fils,white,61.7473,11.3267,49.6344,"[' Chardonnay', ' ']", 13.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/yrdVboD5R_e6ZGGpu8BWyQ_pb_x600.png,"Domaine Roulot
Tessons Clos de Mon Plaisir Meursault 2020",2020,$737.50,62.931%;,13.9671%;,49.2135%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Roulot'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Roulot,white,62.931,13.9671,49.2135,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/PbbUSjSYT3GXDW-7lW5ekA_pb_x600.png,"Domaine Bachey-Legros
Vieilles Vignes Chassagne-Montrachet 1er Cru 'Les Petits Clos Morgeot' 2021",2021,$117.95,63.476%;,9.97378%;,50.8118%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Bachey-Legros'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Chassagne-Montrachet', 'Chassagne-Montrachet Premier Cru', ""Chassagne-Montrachet 1er Cru 'Les Petits Clos'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Bachey-Legros,white,63.476,9.97378,50.8118,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/DOcDczgsSOSmkAG5GjSyJQ_pb_x600.png,"Domaine Roulot
Meursault 1er Cru 'Clos des Bouchères' Monopole 2019",2019,$648.95,58.5418%;,6.23561%;,54.7223%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Roulot'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault', 'Meursault Premier Cru', ""Meursault 1er Cru 'Les Bouchères'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine Roulot,white,58.5418,6.23561,54.7223,"[' Chardonnay', ' ']", 13.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/qhSRAmvISw-I2Wbf1XeDMA_pb_x600.png,"Domaine Jean-Louis Chave
L'Hermitage Blanc 2021",2021,$371.70,59.5334%;,22.6777%;,26.4655%;,"['https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/17_hardcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', 'Roussanne, Marsanne'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône White'], ['Allergens', 'Contains sulfites']]", Domaine Jean-Louis Chave,white,59.5334,22.6777,26.4655,"[' Roussanne', ' Marsanne', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/GHgmxFaVRE6EX1sMvw50YA_pb_x600.png,"Domaine Roulot
Meursault Luchets 2020",2020,$637.20,60.8562%;,8.14041%;,52.0522%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Roulot'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Meursault'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Roulot,white,60.8562,8.14041,52.0522,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/QRoGy3cTTYCEbepMKqu7Iw_pb_x600.png,"Domaine Coche-Dury
Bourgogne Chardonnay 2020",2020,$471.95,61.8031%;,9.11134%;,51.9794%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Coche-Dury'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne'], ['Wine style', 'Burgundy White'], ['Allergens', 'Contains sulfites']]", Domaine Coche-Dury,white,61.8031,9.11134,51.9794,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/GHVrjZ8jTjO0C5I6ucJkyA_pb_x600.png,"Château Fuissé
Pouilly-Fuissé Le Clos Monopole 2020",2020,$114.95,47.4832%;,11.6592%;,39.6376%;,"['https://images.vivino.com/backgrounds/foods/thumbs/19_vegetarian_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Château Fuissé'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Mâconnais', 'Pouilly-Fuissé'], ['Wine style', 'Burgundy Mâconnais White'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Fuissé,white,47.4832,11.6592,39.6376,"[' 100% Chardonnay', ' ']", 13.5%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/_OmJj_qlRcqVltcqFhTldw_pb_x600.png,"Bouchard Père & Fils
Corton-Charlemagne Grand Cru Blanc 2018",2018,$232.95,61.1044%;,12.1442%;,48.1275%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Bouchard Père & Fils'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Bouchard Père & Fils,white,61.1044,12.1442,48.1275,"[' 100% Chardonnay', ' ']", 13.5%,"["" 'Contains sulfites']]""]"
https://images.vivino.com/thumbs/Xc1YXvwDTeuKpzCzIMfGLA_pb_x600.png,"Vincent Girardin
Les Vieilles Vignes Puligny-Montrachet 2020",2020,$131.99,62.0019%;,1.59678%;,50.9757%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Vincent Girardin'], ['Grapes', '100% Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Puligny-Montrachet'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Powerful wine with mineral notes and a well-integrated acidity. The most mineral wine among', 'the white villages wines from the Côte de Beaune, especially Chassagne-Montrachet and', 'Meursault.']]", Vincent Girardin,white,62.0019,1.59678,50.9757,"[' 100% Chardonnay', ' ']", 13%,"["" 'Contains sulfites']"", ' ']"
https://images.vivino.com/thumbs/_OmJj_qlRcqVltcqFhTldw_pb_x600.png,"Bouchard Père & Fils
Corton-Charlemagne Grand Cru Blanc 2021",2021,$329.98,61.1044%;,12.1442%;,48.1275%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Bouchard Père & Fils'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Corton Grand Cru', 'Corton-Charlemagne Grand Cru'], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Bouchard Père & Fils,white,61.1044,12.1442,48.1275,"[' Chardonnay', ' ']", Contains sulfites,
https://images.vivino.com/thumbs/drwBYedKR1e8eJLEoIS2ug_pb_x600.png,"Domaine Chapelle de Blagny
Puligny-Montrachet Premier Cru 'Hameau de Blagny' 2016",2016,$93.44,54.8614%;,7.76013%;,43.843%;,"['https://images.vivino.com/backgrounds/foods/thumbs/13_shellfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/5_pasta_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/12_richfish_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/35_softcheese_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/41_curedmeat_932x810.png']",4.4,"[['Winery', 'Domaine Chapelle de Blagny'], ['Grapes', 'Chardonnay'], ['France', 'Bourgogne', 'Côte de Beaune', 'Blagny', 'Blagny Premier Cru', ""Blagny 1er Cru 'Hameau de Blagny'""], ['Wine style', 'Burgundy Côte de Beaune White'], ['Allergens', 'Contains sulfites']]", Domaine Chapelle de Blagny,white,54.8614,7.76013,43.843,"[' Chardonnay', ' ']", Contains sulfites,
