,index,wine_image,name,year,price,bodyPercent,dryOrSweet,Acidic,compareFoods,rating,about_wine
60,46,https://images.vivino.com/thumbs/iZDxhNrxQ9iPNnNvUJbg3Q_pb_x600.png,"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2018",2018,$262.50,85%;,43.9023%;,44.2861%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Clos Saint Jean'], ['Grapes', 'Shiraz/Syrah, Cinsault, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has a hints of vanilla, incense and cola. fleshy,mineral-laced raspberry and blueberry flavors gain sweet ness and depth with air, picking up suave notes of lavender and allspice.finishes silky and extremely long, with resonating spiciness and smooth, harmonious tannins.']]"
61,47,https://images.vivino.com/thumbs/GPaytcybQpqx2BSOIGYVxw_pb_x600.png,"Clos Saint Jean
Chateauneuf-du-Pape Sanctus Sanctorum 2018",2018,$559.69,85%;,40.5755%;,44.3917%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.5,"[['Winery', 'Clos Saint Jean'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
62,48,https://images.vivino.com/thumbs/-kFENGJTTm-fd3L2Cw6ETg_pb_x600.png,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2018",2018,$135.04,85%;,42.9088%;,47.2335%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Clos du Mont-Olivet'], ['Grapes', '80% Grenache, 15% Mourvedre, 5% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites']]"
63,49,https://images.vivino.com/thumbs/XmLSiFJqSJ6xW7qIxssy4w_pb_x600.png,"Clos Saint Jean
Châteauneuf-du-Pape Deus Ex Machina 2020",2020,$124.94,85%;,42.125%;,43.3378%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Clos Saint Jean'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]"
64,0,https://images.vivino.com/thumbs/iZDxhNrxQ9iPNnNvUJbg3Q_pb_x600.png,"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2020",2020,$119.94,85%;,43.9023%;,44.2861%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Clos Saint Jean'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has a hints of vanilla, incense and cola. fleshy,mineral-laced raspberry and blueberry flavors gain sweet ness and depth with air, picking up suave notes of lavender and allspice.finishes silky and extremely long, with resonating spiciness and smooth, harmonious tannins.']]"
65,1,https://images.vivino.com/thumbs/wxpuw5pXQRK1KHTf3l94Eg_pb_x600.png,"Domaine de la Vieille Julienne
Réservé Châteauneuf-du-Pape 2018",2018,$274.99,83.7002%;,41.2905%;,45.3475%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Domaine de la Vieille Julienne'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16%'], ['Allergens', 'Contains sulfites']]"
66,2,https://images.vivino.com/thumbs/5S_MA4MGTVCI9KB-tsxeIQ_pb_x600.png,"Ogier
Clos de l'Oratoire des Papes Les Chorégies Châteauneuf-du-Pape 2019",2019,$142.99,77.0282%;,40.9164%;,45.2242%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Ogier'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
67,3,https://images.vivino.com/thumbs/4ri1zLIoRvSzQGOeETbNPA_pb_x600.png,"Delas
La Landonne Côte-Rôtie 2019",2019,$284.99,68.1933%;,66.917%;,66.3782%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Delas'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'To the eye, very intense color is strongly marked by purple tints. ', 'The nose is complex and deep, develops fruity aromas dominated, supported by notes of liquorice and roasted coffee. With a dense and silky tannins, this wine, fleshy and full, offers a wide mouth and generous. ', 'His final, great persistence, suggests a high aging potential.']]"
68,4,https://images.vivino.com/thumbs/HWS_S99uQfey2mkoAxqRrg_pb_x600.png,"Domaine du Vieux Télégraphe
Châteauneuf-du-Pape (La Crau) 2019",2019,$99.99,82.4248%;,40.3363%;,45.219%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Domaine du Vieux Télégraphe'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Deep ruby with some purple nuances, this wine is medium to full-bodied and reveals notes of licorice, pepper, Asian spices, black cherry, raspberry, and currant, as well as a relatively big, sweet palate impression with moderate tannin in the finish.']]"
69,5,https://images.vivino.com/thumbs/olYy8AhBRTCjWyeyFVAWXA_pb_x600.png,"Château La Nerthe
Châteauneuf-du-Pape 2020",2020,$84.99,83.2776%;,37.7941%;,45.1038%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Château La Nerthe'], ['Grapes', 'Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A wine with a beautiful dark color, with purple reflections. On the nose, we are seduced by the intensity and the purity of the fruit,by the discrete perception of the aromas coming from the ageing in barrels, by the touch of velvet that bring so much complexity. On the palate, the charm continue to operate. The wine is perfectly balanced, fleshy, round, structured, but still dominated by this finese and precision that makes it accessible. The finish is long with hints of sweetness, fruit paste, and sweet spices.']]"
70,6,https://images.vivino.com/thumbs/wxpuw5pXQRK1KHTf3l94Eg_pb_x600.png,"Domaine de la Vieille Julienne
Réservé Châteauneuf-du-Pape 2016",2016,$300,83.7002%;,41.2905%;,45.3475%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Domaine de la Vieille Julienne'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16%'], ['Certification', 'Biodynamic'], ['Allergens', 'Contains sulfites']]"
71,7,https://images.vivino.com/thumbs/tQRen0IiSoCQ5rXph7q0hA_pb_x600.png,"Domaine Bois de Boursan
Cuvée des Felix Châteauneuf-du-Pape 2010",2010,$200,85%;,50.7418%;,48.4381%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Domaine Bois de Boursan'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
72,8,https://images.vivino.com/thumbs/HAx_RjSJR-iJ1_h3WxEIew_pb_x600.png,"Château La Nerthe
Les Clavelles Châteauneuf du Pape 2015",2015,$271.35,66.5715%;,34.0026%;,52.3918%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Château La Nerthe'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
73,9,https://images.vivino.com/thumbs/Zec8SJfWQoufeT7rvW8eZA_pb_x600.png,"Domaine Jean-Louis Chave
Saint-Joseph 2021",2021,$112.10,72.4663%;,49.3389%;,55.1467%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Domaine Jean-Louis Chave'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites']]"
74,0,https://images.vivino.com/thumbs/3-vIalkNSt6Ha5S8lnihJw_pb_x600.png,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 1991",1991,$649,83.1154%;,67.4268%;,54.61%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Domaine de La Chapelle'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', ""Intense ruby red, limpid and bright. Highly complex, distinguished nose, revealing the great finesse. Black fruits, sweet spices and, ultimately, finely woody. It is shaped by nature, the sun and the rain. That's why every year, this wine is unique. Discover, vintage by vintage, that gave us this land.""]]"
75,1,https://images.vivino.com/thumbs/Ic-hp6dCRXaT6iQ0Ki6Wfw_pb_x600.png,"E. Guigal
Saint-Joseph Vignes de L'Hospice 2019",2019,$105.02,75.2537%;,50.7448%;,54.6425%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]"
76,2,https://images.vivino.com/thumbs/5a84wiAESq-LZH1ZI0ozYQ_pb_x600.png,"La Boutinière
Vieilles Vignes La Crau Grand Réserve Châteauneuf-du-Pape 2018",2018,$54.95,72.5%;,28.5%;,47.5%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'La Boutinière'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre, Cinsault'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
77,3,https://images.vivino.com/thumbs/in1pxJDoRCqkVa94gUerPA_pb_x600.png,"M. Chapoutier
Côte-Rôtie La Mordorée 2011",2011,$379.95,69.3427%;,66.1683%;,64.7653%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'M. Chapoutier'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Colour : Deep purple red.', 'Nose : Rapsberry, a hint of violet, a touch of olive and \\""tapenade\\"", of rosemary, with a dominante of spice.', 'Mouth : Full flavoured, elegant, very well-structured and balanced.']]"
78,4,https://images.vivino.com/thumbs/in1pxJDoRCqkVa94gUerPA_pb_x600.png,"M. Chapoutier
Côte-Rôtie La Mordorée 2015",2015,$153.95,69.3427%;,66.1683%;,64.7653%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'M. Chapoutier'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Colour : Deep purple red.', 'Nose : Rapsberry, a hint of violet, a touch of olive and \\""tapenade\\"", of rosemary, with a dominante of spice.', 'Mouth : Full flavoured, elegant, very well-structured and balanced.']]"
79,5,https://images.vivino.com/thumbs/QTFchYpkSpq6KHwJ93-zYg_pb_x600.png,"Michel & Stéphane Ogier
La Belle Hélène Côte-Rôtie 2017",2017,$625.79,71.3621%;,71.4033%;,63.3428%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Michel & Stéphane Ogier'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]"
80,6,https://images.vivino.com/thumbs/uAB_KnFqQHiqVR-WJwOteA_pb_x600.png,"Maison Denuziere
Côte-Rôtie 2018",2018,$109.19,79.7881%;,80.2336%;,64.2595%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Maison Denuziere'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]"
81,7,https://images.vivino.com/thumbs/8Xm_mJDxT2iVw7NHIeGEcQ_pb_x600.png,"Michel & Stéphane Ogier
Lancement Côte-Rôtie 2016",2016,$625.79,72.765%;,63.8586%;,64.6913%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Michel & Stéphane Ogier'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]"
82,8,https://images.vivino.com/thumbs/iZDxhNrxQ9iPNnNvUJbg3Q_pb_x600.png,"Clos Saint Jean
Chateauneuf-du-Pape La Combe Des Fous 2021",2021,$136.49,85%;,43.9023%;,44.2861%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Clos Saint Jean'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has a hints of vanilla, incense and cola. fleshy,mineral-laced raspberry and blueberry flavors gain sweet ness and depth with air, picking up suave notes of lavender and allspice.finishes silky and extremely long, with resonating spiciness and smooth, harmonious tannins.']]"
83,9,https://images.vivino.com/thumbs/olYy8AhBRTCjWyeyFVAWXA_pb_x600.png,"Château La Nerthe
Châteauneuf-du-Pape 2019",2019,$73.45,83.2776%;,37.7941%;,45.1038%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Château La Nerthe'], ['Grapes', 'Cinsault, Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'A wine with a beautiful dark color, with purple reflections. On the nose, we are seduced by the intensity and the purity of the fruit,by the discrete perception of the aromas coming from the ageing in barrels, by the touch of velvet that bring so much complexity. On the palate, the charm continue to operate. The wine is perfectly balanced, fleshy, round, structured, but still dominated by this finese and precision that makes it accessible. The finish is long with hints of sweetness, fruit paste, and sweet spices.']]"
84,10,https://images.vivino.com/thumbs/ZAgwCv-9RRicrtMeDGQk-w_pb_x600.png,"Pères de l'Église
L'Heritage de Pollus Châteauneuf-du-Pape 2019",2019,$68.24,85%;,44.7388%;,46.4179%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', ""Pères de l'Église""], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
85,11,https://images.vivino.com/thumbs/Ic-hp6dCRXaT6iQ0Ki6Wfw_pb_x600.png,"E. Guigal
Saint-Joseph Vignes de L'Hospice 2018",2018,$96.89,75.2537%;,50.7448%;,54.6425%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'E. Guigal'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites']]"
86,12,https://images.vivino.com/thumbs/MIx2hmkKSlqdh335HJg_aQ_pb_x600.png,"E. Guigal
Château d'Ampuis Côte-Rôtie 2018",2018,$173.39,73.0045%;,66.6602%;,64.9365%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'E. Guigal'], ['Grapes', '93% Shiraz/Syrah, 7% Viognier'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Deep dark colour with mauve tints. On the nose spices, black fruits and delicate oak aromas. A dense, expressive and intense nose with aromas of prunes, blackberry and vanilla. A tannic and racy wine on the palate.']]"
87,13,https://images.vivino.com/thumbs/ukKzXqXITGuTfO082cvMFA_pb_x600.png,"Domaine Saint Préfert
Collection Charles Giraud Châteauneuf-du-Pape 2019",2019,$168.29,85%;,41.7795%;,44.3795%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Domaine Saint Préfert'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Allergens', 'Contains sulfites']]"
88,14,https://images.vivino.com/thumbs/znSKGG5NTJmCtEmbtkYRjg_pb_x600.png,"Alain Jaume
Domaine Grand Veneur Châteauneuf-Du-Pape Vieilles Vignes 2010",2010,$329.99,85%;,43.9393%;,44.7253%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Alain Jaume'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It reveals black fruit aromas (blackcurrant, blackberry) mixed with spices and scents of dried herbs and roasted coffee. Great aromatic complexity. Young, spices and ripe fruit appear on a woody-vanilla and tannins in massive quantities. The finish is very long persistence with an incredible sweetness and salinity.']]"
89,15,https://images.vivino.com/thumbs/bJFGrX_RQum75x3mGcoUgg_pb_x600.png,"Clos des Papes (Paul Avril)
Châteauneuf-du-Pape 2006",2006,$299.99,81.8996%;,39.3383%;,44.2708%;,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.4,"[['Winery', 'Clos des Papes (Paul Avril)'], ['Grapes', 'Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'With a rich, deep color, the perfume exhibits pepper, black raspberry jam, grenadine, garrigue, licorice and raspberry liqueur. The opulent, silky textured fruit coats your mouth and palate, ending in a long, peppery, sweet, pure, red cherry liqueur finish.']]"
90,16,https://images.vivino.com/thumbs/3-vIalkNSt6Ha5S8lnihJw_pb_x600.png,"Domaine de La Chapelle
Hermitage La Chapelle Rouge 1998",1998,$269.99,83.1154%;,67.4268%;,54.61%;,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.4,"[['Winery', 'Domaine de La Chapelle'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', ""Intense ruby red, limpid and bright. Highly complex, distinguished nose, revealing the great finesse. Black fruits, sweet spices and, ultimately, finely woody. It is shaped by nature, the sun and the rain. That's why every year, this wine is unique. Discover, vintage by vintage, that gave us this land.""]]"
