name,year,price,bodyPercent,Tanning,Sugar,Acidic,wine_image,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol
213,"Jean-Michel Gerin
Les Grandes Places Côte-Rôtie 2016",2016,$188.99,73.1031%;,63.6177%;,17.1175%;,63.7115%;,https://images.vivino.com/thumbs/EqmsImpjQMiAfyrifbMzyw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Jean-Michel Gerin'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Inky black in color with a powerful nose of bacon fat, smoke and', 'spice. Huge mouthfeel, a wine with power and sustainability.']]", Jean-Michel Gerin,red,"[' 100% Shiraz/Syrah', ' ']", 13.5%
214,"Pierre Jean Villa
Côte-Rôtie 'Fongeant' 2020",2020,$172.50,76.9016%;,76.1201%;,10.8228%;,66.1043%;,https://images.vivino.com/thumbs/FSAKSGlmQOW6M8VBVTCk3w_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Pierre Jean Villa'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Pierre Jean Villa,red,"[' 100% Shiraz/Syrah', ' ']", 14%
215,"Pierre Usseglio
Châteauneuf-du-Pape Cuvée de mon Aïeul 2019",2019,$114,85%;,41.0312%;,19.9819%;,43.1994%;,https://images.vivino.com/thumbs/AtkIeAiSQ0GHhjkDBOxeZw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.3,"[['Winery', 'Pierre Usseglio'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The ""Cuvée de mon Aïeul"" is a pure and concentrated wine. The nose is complex with notes of raspberries, licorice and spices. This is a powerful wine of great elegance that it will take ten years.']]", Pierre Usseglio,red,"[' 100% Grenache', ' ']", 15.5%
216,"Château de Saint Cosme
Gigondas Hominis Fides 2021",2021,$160.01,64.3479%;,52.7842%;,7.26797%;,55.355%;,https://images.vivino.com/thumbs/hsdBXYpwSIK-bQ5-FkEaSQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '15.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château de Saint Cosme,red,"[' Grenache', ' ']", 15.5%
217,"Domaine de la Janasse
Côtes du Rhône Les Garrigues 2019",2019,$57.75,68.6995%;,50.4609%;,3.48378%;,54.7238%;,https://images.vivino.com/thumbs/JoEEhZQuRQKeGOb24b_CyA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.3,"[['Winery', 'Domaine de la Janasse'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Côtes-du-Rhône'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The power of the soil perfectly matches with the smoothness of the old grenaches. An esthete wine with aromas of red (strawberry) and black (ripe) fruits, expressing the character of a Provençal terroir scented “garrigue”.']]", Domaine de la Janasse,red,"[' Grenache', ' ']", Contains sulfites
218,"Clos du Mont-Olivet
Châteauneuf-du-Pape La Cuvée du Papet 2016",2016,$163.18,85%;,42.9088%;,17.1178%;,47.2335%;,https://images.vivino.com/thumbs/-kFENGJTTm-fd3L2Cw6ETg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Clos du Mont-Olivet'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]", Clos du Mont-Olivet,red,"[' 100% Grenache', ' ']", 15%
219,"Domaine Alain Verset
Cornas 2020",2020,$67.52,83.1789%;,53.9465%;,6.47987%;,57.4998%;,https://images.vivino.com/thumbs/JQo7aoWBSiaKum4Mzc_-FQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Alain Verset'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine Alain Verset,red,"[' Shiraz/Syrah', ' ']", 13.5%
220,"Clos du Mont-Olivet
Châteauneuf-du-Pape 2018",2018,$78.78,82.5381%;,42.822%;,9.15967%;,45.2899%;,https://images.vivino.com/thumbs/_XnYPZ1bT6eLMLzCdxxzpQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Clos du Mont-Olivet'], ['Grapes', 'Shiraz/Syrah, Garnacha, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The wine has a dark ruby color and a ripe nose of sweet black cherries, raspberries, pepper and spice. It displays aromas of sweet cherry notes, roasted Provencal herbs, liquorice, and resiny, loamy, earthy scents. The wine is medium to full-bodied with light tannin in the finish.']]", Clos du Mont-Olivet,red,"[' Shiraz/Syrah', ' Garnacha', ' Mourvedre', ' ']", 15%
221,"Clusel-Roch
Côte-Rôtie Champon 2020",2020,$139.40,64.3533%;,82.2603%;,0px;,71.1178%;,https://images.vivino.com/thumbs/dhdnwYWESy2vTYazX2MIgw_150x200.jpg,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Clusel-Roch'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites']]", Clusel-Roch,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
222,"Château de Rouanne
Guerin Vinsobres 2019",2019,$57.38,55%;,48.75%;,17.5%;,48.75%;,https://images.vivino.com/thumbs/xgcNAZkhTFyz1qirixQtzQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Rouanne'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Vinsobres'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites']]", Château de Rouanne,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites
223,"Alain Graillot
La Guiraude Crozes-Hermitage 2020",2020,$83.27,65.097%;,54.1805%;,5.85018%;,48.932%;,https://images.vivino.com/thumbs/9qam3xRkROWUNhytPxi2Tg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Alain Graillot'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Crozes-Hermitage'], ['Wine style', 'Northern Rhône Crozes-Hermitage'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Graillot ferments with stems for added structure and complexity and utilizes pump-overs in order to carefully integrate oxygen into the wine.']]", Alain Graillot,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
224,"Vidal Fleury
Côte-Rotie Brune Et Blonde 2019",2019,$106.90,71.098%;,69.9155%;,8.40067%;,63.5554%;,https://images.vivino.com/thumbs/b4Z_l6k7TZmqkkucVVnfhw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Vidal Fleury'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has appearance, red with some carmine glint. Nose intense and complex. Fesh fruits, violet, pepper, smoky, black olive. Palate rich, soft and fresh. Full bodied, nice balance. Red fruits, blackcurrant, spices (peppery, curry). Persistent with straight flavors and tannin.']]", Vidal Fleury,red,"[' Shiraz/Syrah', ' ']", 13.5%
225,"Domaine Chante Cigale
Pi Châteauneuf-du-Pape 2020",2020,$91.80,85%;,51.2952%;,0px;,42.5%;,https://images.vivino.com/thumbs/JTwr_bFSRpqw2qRfpvBO3g_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Chante Cigale'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]", Domaine Chante Cigale,red,"[' Grenache', ' ']", 15%
226,"Piaugier
Gigondas 2020",2020,$39.38,63.5973%;,50.7662%;,7.19238%;,55.0954%;,https://images.vivino.com/thumbs/b0fKR_dNSletorIbf0hXAg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Piaugier'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites']]", Piaugier,red,"[' Grenache', ' ']", Contains sulfites
227,"Château de Saint Cosme
Saint Cosme Châteauneuf-du-Pape 2020",2020,$79.89,85%;,44.249%;,8.77257%;,46.298%;,https://images.vivino.com/thumbs/X4mp_86CSNG5svOUc7MW3w_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', 'Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15.7%'], ['Allergens', 'Contains sulfites']]", Château de Saint Cosme,red,"[' Grenache', ' ']", 15.7%
228,"Stephane Vedeau
J. Boutin Arena Mica Hermitage 2022",2022,$95.66,80.0459%;,61.4245%;,11.5398%;,50.7133%;,https://images.vivino.com/thumbs/sfMidDEZS-eOpdkOmAz7-Q_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Stephane Vedeau'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Stephane Vedeau,red,"[' Shiraz/Syrah', ' ']", 14%
229,"Domaine La Barroche
Châteauneuf-du-Pape 2019",2019,$71.40,85%;,41.948%;,12.8143%;,43.6772%;,https://images.vivino.com/thumbs/HvdtIR6TQPyLGX9NEBc4GA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine La Barroche'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Unique, elegant, silky and opulent wine that invariably expresses its distinctive qualities. It also shows great class thank to its deep colour, floral bouquet, freshness, cocoa flavours and delicate aftertaste.']]", Domaine La Barroche,red,"[' 100% Grenache', ' ']", 15%
230,"Château de Rouanne
Guerin Vinsobres 2020",2020,$85.51,55%;,48.75%;,17.5%;,48.75%;,https://images.vivino.com/thumbs/xgcNAZkhTFyz1qirixQtzQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Rouanne'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Vinsobres'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites']]", Château de Rouanne,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", Contains sulfites
231,"Domaine Philippe et Vincent Jaboulet
Ermitage Rouge 2014",2014,$87.78,83.3351%;,66.7183%;,3.53002%;,52.554%;,https://images.vivino.com/thumbs/GEUUOmziQaiiVO5_soty5A_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Philippe et Vincent Jaboulet'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Hermitage'], ['Wine style', 'Northern Rhône Hermitage'], ['Allergens', 'Contains sulfites'], ['Wine description', ""This wine has a dark ruby colour, an aroma of red fruits, wild flowers evolving into nutty fruits and leather with age. The taste can be a bit harsh in it's youth, but the softness and roundness evolve with age.""]]", Domaine Philippe et Vincent Jaboulet,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
232,"Domaine de la Solitude - Famille Lancon
Gigondas Bellecoste 2021",2021,$51.75,67.4167%;,54.5%;,5.30556%;,51.6667%;,https://images.vivino.com/thumbs/X34P8wsLRhm7WEtyMhHFSQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine de la Solitude - Famille Lancon'], ['Grapes', 'Cinsault, Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Allergens', 'Contains sulfites']]", Domaine de la Solitude - Famille Lancon,red,"[' Cinsault', ' Shiraz/Syrah', ' Grenache', ' ']", Contains sulfites
233,"Francois Villard
Côte-Rôtie Le Gallet Blanc 2021",2021,$110.50,74.9826%;,65.8136%;,6.67641%;,63.3228%;,https://images.vivino.com/thumbs/713wRjBtSh6W6lb35wcMeA_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Francois Villard'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Côte-Rôtie'], ['Wine style', 'Northern Rhône Côte-Rotie'], ['Allergens', 'Contains sulfites'], ['Wine description', 'It has super nice wine that is just starting to come around. Lots of smoke, dark cherries, black raspberries, earth and some vanilla bean on the nose. Silky, fresh, crisp, ripe, sweet red fruits carry all the way through.']]", Francois Villard,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
234,"Vincent Paris
Cornas 'La Geynale' 2022",2022,$101.28,85%;,54.203%;,4.99856%;,55.3692%;,https://images.vivino.com/thumbs/hHsQS2l8QDu629X116cEFQ_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Vincent Paris'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites']]", Vincent Paris,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
235,"Piedlong
Châteauneuf-du-Pape 2021",2021,$86.65,81.4463%;,38.9791%;,8.04807%;,46.2366%;,https://images.vivino.com/thumbs/sm3b2CEeRMW1EYxIVU0Iug_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Piedlong'], ['Grapes', 'Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Piedlong,red,"[' Mourvedre', ' ']", 14%
236,"Domaine Saint Préfert
Châteauneuf-du-Pape 2020",2020,$117.30,81.8076%;,38.5892%;,4.90058%;,44.5489%;,https://images.vivino.com/thumbs/I-77x4M3RLOocax4HZo1pw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Saint Préfert'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Domaine Saint Préfert,red,"[' 100% Grenache', ' ']", 13.5%
237,"Coursodon
Saint-Joseph L'Olivaie 2022",2022,$73.14,77.1004%;,48.3508%;,15.0274%;,51.0712%;,https://images.vivino.com/thumbs/fpPGpObITN2mbP4J4D-eYg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Coursodon'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites'], ['Wine description', 'Very dark crimson colour with purple reflections. Concentrated nose, red fruit, spicy. In the mouth length and power with silky tannins completed by a very well balanced structure. This rich and velvety wine will reveal great aromas within a few years.']]", Coursodon,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
238,"Château de Saint Cosme
Gigondas 2020",2020,$68.63,66.5193%;,51.9377%;,8.9478%;,54.402%;,https://images.vivino.com/thumbs/n0HwSwkzRJanNfP-RddWOw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Château de Saint Cosme'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Gigondas'], ['Wine style', 'Southern Rhône Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château de Saint Cosme,red,"[' 100% Grenache', ' ']", 15%
239,"Domaine Saint Préfert
Châteauneuf-du-Pape 2021",2021,$110.50,81.8076%;,38.5892%;,4.90058%;,44.5489%;,https://images.vivino.com/thumbs/I-77x4M3RLOocax4HZo1pw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Saint Préfert'], ['Grapes', '100% Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]", Domaine Saint Préfert,red,"[' 100% Grenache', ' ']", 15%
240,"Domaine Giraud
Les Gallimardes Châteauneuf-du-Pape 2020",2020,$114.94,85%;,43.2157%;,21.0172%;,41.7978%;,https://images.vivino.com/thumbs/c8oaWREZQSCU8BAwG362sw_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Giraud'], ['Grapes', 'Shiraz/Syrah, Grenache'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '16.5%'], ['Allergens', 'Contains sulfites']]", Domaine Giraud,red,"[' Shiraz/Syrah', ' Grenache', ' ']", 16.5%
241,"Domaine Santa Duc
Châteauneuf du Pape 'Les Saintes Vierges' 2019",2019,$74.94,76.7048%;,40.009%;,1.6052%;,52.9152%;,https://images.vivino.com/thumbs/1xdFIJMvT4SXYtkOgxs4Zg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/10_pork_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png']",4.2,"[['Winery', 'Domaine Santa Duc'], ['Grapes', 'Shiraz/Syrah, Grenache, Mourvedre'], ['France', 'Rhone Valley', 'Southern Rhône', 'Châteauneuf-du-Pape'], ['Wine style', 'Southern Rhône Châteauneuf-du-Pape Red'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Domaine Santa Duc,red,"[' Shiraz/Syrah', ' Grenache', ' Mourvedre', ' ']", 14.5%
242,"Domaine Courbis
La Cotte Sud Saint-Joseph 2020",2020,$49.94,74.9688%;,54.6146%;,14.6997%;,54.158%;,https://images.vivino.com/thumbs/NMYV-QW5Q0q98uaMTWTB0Q_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Courbis'], ['Grapes', '100% Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Saint-Joseph'], ['Wine style', 'Northern Rhône Saint-Joseph'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Domaine Courbis,red,"[' 100% Shiraz/Syrah', ' ']", Contains sulfites
243,"Domaine Courbis
Champelrose Cornas 2020",2020,$49.94,85%;,50.4691%;,10.7152%;,54.6165%;,https://images.vivino.com/thumbs/EEplM2kvT6yqjeaIEvb5Zg_pb_x600.png,"['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.2,"[['Winery', 'Domaine Courbis'], ['Grapes', 'Shiraz/Syrah'], ['France', 'Rhone Valley', 'Northern Rhône', 'Cornas'], ['Wine style', 'Northern Rhône Cornas'], ['Allergens', 'Contains sulfites']]", Domaine Courbis,red,"[' Shiraz/Syrah', ' ']", Contains sulfites
