wine_image,name,compareFoods,rating,about_wine,Winery,Type,Grape_Type,Alcohol,year,price,bodyPercent,Tanning,Sugar,Acidic
https://images.vivino.com/thumbs/__WPtj65SDezq2usXsGcQg_pb_x600.png,"Chateau Palmer
Grand Vin de Château Palmer (Grand Cru Classé) 1989","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Chateau Palmer'], ['Grapes', 'Cabernet Sauvignon, Merlot, Petit Verdot'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites']]", Chateau Palmer,red,"[' Cabernet Sauvignon', ' Merlot', ' Petit Verdot', ' ']", 12.5%,1989,$799.31,61.0752%;,62.2494%;,9.96336%;,70.9077%;
https://images.vivino.com/thumbs/HMgTa8LGQXGC4MQze0nV7w_pb_x600.png,"Château Léoville Las Cases
Saint-Julien (Grand Cru Classé) 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Léoville Las Cases'], ['Grapes', '85% Cabernet Sauvignon, 9% Cabernet Franc, 6% Merlot'], ['Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Léoville Las Cases,red,"[' 85% Cabernet Sauvignon', ' 9% Cabernet Franc', ' 6% Merlot', ' ']", 13.5%,2015,$314.99,62.1058%;,64.1958%;,8.33751%;,72.0269%;
https://images.vivino.com/thumbs/DygMHm5zSi2qXX6I0Hk90A_pb_x600.png,"Château Margaux
Château Margaux (Premier Grand Cru Classé) 2002","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Margaux'], ['Grapes', '75% Cabernet Sauvignon, 20% Merlot, 5% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Margaux,red,"[' 75% Cabernet Sauvignon', ' 20% Merlot', ' 5% Cabernet Franc', ' ']", 13.5%,2002,$782.24,59.3283%;,63.0885%;,7.69593%;,71.5245%;
https://images.vivino.com/thumbs/7wKRbSVpRX6PcdqVn-gxDQ_pb_x600.png,"Cos d'Estournel
Cos d'Estournel 2009","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', ""Cos d'Estournel""], ['Grapes', '65% Cabernet Sauvignon, 33% Merlot, 2% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Saint-Estèphe'], ['Wine style', 'Bordeaux Saint-Estèphe'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The call of faraway lands. As mysterious and intriguing as a lone adventurer returning from a solitary sail, Cos d’Estournel is slow to reveal itself. Little by little, it evokes stories of distant places, market stalls brimming with unfamiliar fruits, spices and wares, village festivities warmed by the joy of revelers and the setting sun, and sumptuous visions of ladies and their voluptuous curves. A myriad of scents, colors and tastes appeals to the senses. The Grand Vin of Cos d’Estournel is both demure and deliberately sensuous, a fascinating and elegant nectar.']]"," ""Cos dEstournel""",red,"[' 65% Cabernet Sauvignon', ' 33% Merlot', ' 2% Cabernet Franc', ' ']", 13%,2009,$389.99,72.3436%;,73.1914%;,9.13%;,72.4533%;
https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x600.png,"Château Haut-Brion
Pessac-Léognan (Premier Grand Cru Classé) 2014","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Haut-Brion'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Château Haut-Brion,red,"[' 100% Cabernet Franc', ' ']", 14.5%,2014,$858,69.4797%;,73.2391%;,9.29167%;,72.9998%;
https://images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,"Château l'Évangile
Pomerol 2010","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', ""Château l'Évangile""], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Wine description', 'Deep, dark colour with hints of violet. Very fruity nose with dark berries (Morello cherries, blackcurrants) and fresh notes of mocha and toast. On the palate, the attack is refined and silky, with a powerful, balanced tannic structure. The texture is dense and very velvety thanks to the ripe, well-coated tannins. The finish is long with fruity notes, but is dominated by the quality of the tannins.']]"," ""Château lÉvangile""",red,"[' 100% Merlot', ' ']", Contains sulfites,2010,$349.99,70.955%;,54.1717%;,9.67288%;,51.8575%;
https://images.vivino.com/thumbs/xbwven-3Szu2xNSxD6N9lQ_pb_x600.png,"Château Trotanoy
Pomerol 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Trotanoy'], ['Grapes', '95% Merlot, 5% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Château Trotanoy,red,"[' 95% Merlot', ' 5% Cabernet Franc', ' ']", 14.5%,2016,$788,71.2762%;,56.0283%;,9.67683%;,52.5233%;
https://images.vivino.com/thumbs/BTBZoV_HQjm179vRciJrYQ_pb_x600.png,"Enclos
Tourmaline Pomerol 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Enclos'], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites']]", Enclos,red,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' ']", 14%,2015,$331,75.1834%;,55.75%;,1.14692%;,50.4521%;
https://images.vivino.com/thumbs/ntGyei3vSEGl5Bz5-wI-TQ_pb_x600.png,"Château Haut-Brion
Pessac-Léognan (Premier Grand Cru Classé) 2017","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Haut-Brion'], ['Grapes', 'Merlot, Cabernet Sauvignon, Cabernet Franc'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Haut-Brion,red,"[' Merlot', ' Cabernet Sauvignon', ' Cabernet Franc', ' ']", 13%,2017,$858,69.4797%;,73.2391%;,9.29167%;,72.9998%;
https://images.vivino.com/thumbs/AIWJqsLoSIyz0HO4de1llA_pb_x600.png,"Château Cheval Blanc
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2011","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Cheval Blanc'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Cheval Blanc,red,"[' 100% Merlot', ' ']", 13.5%,2011,$985,67.1151%;,53.1073%;,11.041%;,51.4487%;
https://images.vivino.com/thumbs/xLgELSAWSOW1pmMWfBAmZw_pb_x600.png,"Château Mouton Rothschild
Pauillac (Premier Grand Cru Classé) 1995","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Mouton Rothschild'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '12.5%'], ['Allergens', 'Contains sulfites'], ['Wine description', 'The supremely elegant nose displays red fruit aromas with touches of spice. On the palate, a smooth, creamy attack yields powerful, velvet tannins. The roundness is remarkable, giving the wine very attractive length. The finish reveals vanilla and chocolate aromas, with pleasant floral notes.']]", Château Mouton Rothschild,red,"[' 100% Cabernet Franc', ' ']", 12.5%,1995,$699.97,68.8876%;,70.2152%;,10.3597%;,69.6457%;
https://images.vivino.com/thumbs/HqFSCd0qS8avvBF6R9v56w_pb_x600.png,"Château Ducru-Beaucaillou
Saint-Julien (Grand Cru Classé) 2009","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Ducru-Beaucaillou'], ['Grapes', '85% Cabernet Sauvignon, 15% Merlot'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Ducru-Beaucaillou,red,"[' 85% Cabernet Sauvignon', ' 15% Merlot', ' ']", 13.5%,2009,$648,61.8953%;,63.1478%;,7.40299%;,71.8265%;
https://images.vivino.com/thumbs/quao9u1ERTK2gC6A1bleig_pb_x600.png,"Château La Mission Haut-Brion
Pessac-Léognan (Grand Cru Classé de Graves) 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château La Mission Haut-Brion'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '15%'], ['Allergens', 'Contains sulfites']]", Château La Mission Haut-Brion,red,"[' 100% Cabernet Sauvignon', ' ']", 15%,2015,$609,71.9307%;,73.2074%;,10.4732%;,72.2227%;
https://images.vivino.com/thumbs/3qAATur8TrWn_JwIWRVvkw_pb_x600.png,"Château Ausone
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Ausone'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Ausone,red,"[' 100% Cabernet Franc', ' ']", 13%,2014,"$1,000",69.3307%;,55.1113%;,13.9076%;,52.8908%;
https://images.vivino.com/thumbs/PthycJJ7RYu0-S0vFHDeUA_pb_x600.png,"Chateau Palmer
Grand Vin de Château Palmer (Grand Cru Classé) 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Chateau Palmer'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Chateau Palmer,red,"[' 100% Cabernet Sauvignon', ' ']", 14.5%,2015,$499.99,61.0752%;,62.2494%;,9.96336%;,70.9077%;
https://images.vivino.com/thumbs/PthycJJ7RYu0-S0vFHDeUA_pb_x600.png,"Chateau Palmer
Grand Vin de Château Palmer (Grand Cru Classé) 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Chateau Palmer'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Chateau Palmer,red,"[' 100% Cabernet Sauvignon', ' ']", 13.5%,2018,$779.99,61.0752%;,62.2494%;,9.96336%;,70.9077%;
https://images.vivino.com/thumbs/quao9u1ERTK2gC6A1bleig_pb_x600.png,"Château La Mission Haut-Brion
Pessac-Léognan (Grand Cru Classé de Graves) 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château La Mission Haut-Brion'], ['Grapes', 'Cabernet Sauvignon, Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Château La Mission Haut-Brion,red,"[' Cabernet Sauvignon', ' Cabernet Franc', ' Merlot', ' ']", 14%,2020,$600,71.9307%;,73.2074%;,10.4732%;,72.2227%;
https://images.vivino.com/thumbs/UHOC0LoHSHyTW4xIh6txzw_pb_x600.png,"Château Mouton Rothschild
Pauillac (Premier Grand Cru Classé) 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Mouton Rothschild'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Pauillac'], ['Wine style', 'Bordeaux Pauillac'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'The supremely elegant nose displays red fruit aromas with touches of spice. On the palate, a smooth, creamy attack yields powerful, velvet tannins. The roundness is remarkable, giving the wine very attractive length. The finish reveals vanilla and chocolate aromas, with pleasant floral notes.']]", Château Mouton Rothschild,red,"[' 100% Cabernet Franc', ' ']", 13.5%,2015,$899.99,68.8876%;,70.2152%;,10.3597%;,69.6457%;
https://images.vivino.com/thumbs/quao9u1ERTK2gC6A1bleig_pb_x600.png,"Château La Mission Haut-Brion
Pessac-Léognan (Grand Cru Classé de Graves) 2005","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château La Mission Haut-Brion'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Graves', 'Pessac-Léognan'], ['Wine style', 'Bordeaux Pessac-Léognan'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Château La Mission Haut-Brion,red,"[' 100% Merlot', ' ']", 14.5%,2005,$664,71.9307%;,73.2074%;,10.4732%;,72.2227%;
https://images.vivino.com/thumbs/uR706Yt5RKeKi3-xtL6QHA_pb_x600.png,"Château Pavie
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Pavie'], ['Grapes', '100% Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites']]", Château Pavie,red,"[' 100% Merlot', ' ']", 14.5%,2015,$654.33,72.1694%;,55.6151%;,14.2517%;,52.0924%;
https://images.vivino.com/thumbs/HqFSCd0qS8avvBF6R9v56w_pb_x600.png,"Château Ducru-Beaucaillou
Saint-Julien (Grand Cru Classé) 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Ducru-Beaucaillou'], ['Grapes', 'Merlot, Cabernet Sauvignon, Cabernet Franc'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13.5%'], ['Allergens', 'Contains sulfites']]", Château Ducru-Beaucaillou,red,"[' Merlot', ' Cabernet Sauvignon', ' Cabernet Franc', ' ']", 13.5%,2016,$349.99,61.8953%;,63.1478%;,7.40299%;,71.8265%;
https://images.vivino.com/thumbs/Iy-wRhQ6T9egtIYlTDhrKg_pb_x600.png,"Château Cheval Blanc
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2020","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Cheval Blanc'], ['Grapes', 'Cabernet Franc, Merlot'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Château Cheval Blanc,red,"[' Cabernet Franc', ' Merlot', ' ']", 14%,2020,$999.99,67.1151%;,53.1073%;,11.041%;,51.4487%;
https://images.vivino.com/thumbs/HqFSCd0qS8avvBF6R9v56w_pb_x600.png,"Château Ducru-Beaucaillou
Saint-Julien (Grand Cru Classé) 2015","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Ducru-Beaucaillou'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Saint-Julien'], ['Wine style', 'Bordeaux Saint-Julien'], ['Alcohol content', '13%'], ['Allergens', 'Contains sulfites']]", Château Ducru-Beaucaillou,red,"[' 100% Cabernet Sauvignon', ' ']", 13%,2015,$299.95,61.8953%;,63.1478%;,7.40299%;,71.8265%;
https://images.vivino.com/thumbs/DygMHm5zSi2qXX6I0Hk90A_pb_x600.png,"Château Margaux
Château Margaux (Premier Grand Cru Classé) 2012","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Margaux'], ['Grapes', '100% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Médoc', 'Margaux'], ['Wine style', 'Bordeaux Margaux'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork']]", Château Margaux,red,"[' 100% Cabernet Sauvignon', ' ']", 14%,2012,$745,59.3283%;,63.0885%;,7.69593%;,71.5245%;
https://images.vivino.com/thumbs/Iy-wRhQ6T9egtIYlTDhrKg_pb_x600.png,"Château Cheval Blanc
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Cheval Blanc'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Château Cheval Blanc,red,"[' 100% Cabernet Franc', ' ']", 14%,2018,$974,67.1151%;,53.1073%;,11.041%;,51.4487%;
https://images.vivino.com/thumbs/AIWJqsLoSIyz0HO4de1llA_pb_x600.png,"Château Cheval Blanc
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2006","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Cheval Blanc'], ['Grapes', '100% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens']]", Château Cheval Blanc,red,"[' 100% Cabernet Franc', ' ']", 14%,2006,$824,67.1151%;,53.1073%;,11.041%;,51.4487%;
https://images.vivino.com/thumbs/_abY0tGKQnC6mdcJAo0wcQ_pb_x600.png,"Château l'Évangile
Pomerol 2018","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', ""Château l'Évangile""], ['Grapes', '78% Merlot, 22% Cabernet Franc'], ['France', 'Bordeaux', 'Libournais', 'Pomerol'], ['Wine style', 'Bordeaux Pomerol'], ['Alcohol content', '14%'], ['Allergens', 'Contains sulfites'], ['Bottle closure', 'Cork'], ['Wine description', 'Deep, dark colour with hints of violet. Very fruity nose with dark berries (Morello cherries, blackcurrants) and fresh notes of mocha and toast. On the palate, the attack is refined and silky, with a powerful, balanced tannic structure. The texture is dense and very velvety thanks to the ripe, well-coated tannins. The finish is long with fruity notes, but is dominated by the quality of the tannins.']]"," ""Château lÉvangile""",red,"[' 78% Merlot', ' 22% Cabernet Franc', ' ']", 14%,2018,$350,70.955%;,54.1717%;,9.67288%;,51.8575%;
https://images.vivino.com/thumbs/uR706Yt5RKeKi3-xtL6QHA_pb_x600.png,"Château Pavie
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2016","['https://images.vivino.com/backgrounds/foods/thumbs/4_beef_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/8_lamb_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/20_chicken_932x810.png', 'https://images.vivino.com/backgrounds/foods/thumbs/11_venison_932x810.png']",4.6,"[['Winery', 'Château Pavie'], ['Grapes', '60% Merlot, 22% Cabernet Franc, 18% Cabernet Sauvignon'], ['France', 'Bordeaux', 'Libournais', 'Saint-Émilion', 'Saint-Émilion Grand Cru'], ['Wine style', 'Bordeaux Saint-Émilion'], ['Alcohol content', '14.5%'], ['Allergens', 'Contains sulfites, egg allergens, milk allergens'], ['Bottle closure', 'Cork']]", Château Pavie,red,"[' 60% Merlot', ' 22% Cabernet Franc', ' 18% Cabernet Sauvignon', ' ']", 14.5%,2016,$765.67,72.1694%;,55.6151%;,14.2517%;,52.0924%;
